Title,Sentiment Score
Stock market today: Dow closes at a record as market bets on Trump after assassination attempt,1.0
Bitcoin surges following assassination attempt on Donald Trump,0.0
"Long-dormant Bitcoin wallet awakens, moves $60M",1.0
Germany’s Bitcoin Sell-Off Could Propel These 3 Meme Coins to Big Gains,1.0
Mining Pool Game Theory During Forks,1.0
AT&T hack: Carrier paid ransom for data; delayed public disclosure at request of FBI,0.0
BlackRock's Larry Fink says Bitcoin is legit,1.0
Crypto stocks are on the rise. Experts say Trump is on investors' radar,1.0
Bitcoin and other cryptos are surging after the attempted assassination of Donald Trump. Here's why,0.5
"'Trump Trade' explained, Trump Media and Bitcoin rise, BlackRock's old ad: Trump news roundup",1.0
The massive car dealership cyberattack has ended with a multimillion-dollar ransom,0.0
'Trump Trade' is back in focus after the assassination attempt. Here's what it is and why it matters,1.0
The Dow surges 225 points after Donald Trump survives an assassination attempt,0.0
AT&T paid a hacker to erase data from a massive leak,1.0
The Memo: A resounding condemnation,1.0
"Trump Media, gun stocks surge after assassination attempt",1.0
Malaysia is building malls like crazy – but shoppers aren’t coming,1.0
AT&T apparently paid a hacker big bucks to delete stolen phone record data,0.0
Bitcoin Is On The Brink: Can It Recover?,1.0
"Trump Media Shares Surge And Bitcoin Climbs Above $63,000 After Assassination Attempt",1.0
A 2024 Overview Of The E-CNY/Digital Yuan,1.0
"A 2024 Overview Of The E-CNY, China’s Digital Yuan",1.0
Tesla Boosts Stocks To Record Highs As Markets React To Trump Assassination Attempt,1.0
China Market Update: Does Economic Data Raise The Probability Of Third Plenum Policy Support?,1.0
Weekend Political Violence Could Shake Up Market,1.0
CDK Dealer Outage Ends With A Ransom Worth Millions Of Dollars,1.0
BTC price all-time high in July? 5 things to know in Bitcoin this week,1.0
Trump’s VP pick JD Vance is first Bitcoin holder on a Presidential ticket,1.0
Bitcoin Retakes 200-Day Average as 'Trump Trades' Back In Vogue After Weekend Attack,1.0
First Mover Americas: Bitcoin Rises Above $62.5K Following Trump Shooting,1.0
Bitcoin Retakes 200-Day Average as 'Trump Trades' Back In Vogue After Weekend Attack,1.0
Trump’s Speech at Bitcoin Conference Will Mark a Pivotal Moment for Crypto,1.0
Pro-Crypto Ohio Senator J.D. Vance Is Donald Trump's Vice President Pick,1.0
Founder's Gambling 'Struggles' Spur Crippling Loss at Crypto Casino Backed by Galaxy,1.0
"U.S. Secret Service Chief Probably Won't Be Fired, Polymarket Bets Signal",1.0
Spain National Fan Token Slides 20% After UEFA Euro 2024 Win,1.0
"Plaintiffs File New, Slimmed Down Complaint in Class Action Lawsuit Against Tether",1.0
Donald Trump’s Assassination Attempt Fuels Bitcoin Recovery Above $63K,1.0
[Removed],1.0
[Removed],1.0
[Removed],1.0
[Removed],1.0
[Removed],1.0
[Removed],1.0
[Removed],1.0
Bitcoin Whales Accumulation Amid Market Slump Highest Since April 2023,1.0
"What's Going On With Bitcoin Mining Stocks Marathon Digital, CleanSpark, Coinbase, MicroStrategy, Riot Platforms On Monday?",1.0
"What's Going On With Bitcoin Mining Stocks Marathon Digital, CleanSpark, Coinbase, MicroStrategy, Riot Platforms On Monday?",1.0
Germany Sells Off Final Bitcoin Reserves From Initial $3B Worth of Holdings,1.0
Why Bitcoin and Other Major Cryptos Were Surging Today,1.0
Bitcoin soars to two-week high after Trump attack,1.0
SEC Ends Investigation into Bitcoin Scaling Network Stacks Without Enforcement Action,1.0
"DJT Stock, Crypto ETFs Rally on ‘Trump Trade’",1.0
"Stock market today: US futures rise, Dow eyes fresh record as bets on Trump ramp up",2.0
"Stocks, dollar and crypto jump after Trump assassination attempt",1.0
"Morning Bid: China misery deepens, US curve steepens",1.0
Futures rise on higher odds of Trump victory after shooting,0.0
Here's How Much $100 Invested In Dogecoin Would Be Worth Today If You Invested When Elon Musk First Tweeted About It,1.0
Trump Media Shares Soar on Reelection Bid Boost,1.0
Here's How Much $100 Invested In Dogecoin Would Be Worth Today If You Invested When Elon Musk First Tweeted About It,1.0
3rd-Quarter 2024 Investor Conference and Events Highlights,1.0
Ransomware groups target Veeam Backup & Replication bug,1.0
HardBit ransomware version 4.0 supports new obfuscation techniques,1.0
Match Systems’ CEO Andrei Kutin Provides Insight on DMM Bitcoin Breach,1.0
Snap Your Fingers,1.0
Towing Capacity?,0.0
Trump announces plans for technology sector if elected â NO CENSORSHIP and YES to FREE SPEECH in AI,1.0
2 US Bitcoin ETFs Dethrone MicroStrategy As Largest Corporate Holders Of $BTC,1.0
"Bitcoin, Trump-Themed Memecoins Surge After Pennsylvania Rally Attack",1.0
Trump Media Shares Soar on Reelection Bid Boost,1.0
Think Nvidia Stock Has More Room To Run? This Formula Helps You Hold Eye-Popping Gains.,1.0
Morning Bid: Trump shooting ricochets in Treasuries,1.0
